,Bus Stop,Trip ID,Scooter ID,EndLat,EndLong,End To Bus,StartLat,StartLong,Start to Bus
10886,487,LIM1672,PoweredVRS5UZSU5WKXQ,36.158212,-86.784035,155.32557424475826,,,
10887,487,LIM1743,PoweredUXMRHT42DLUYW,,,,36.157806,-86.783654,207.08090038832358
10888,4429,LIM1758,PoweredXUL56SIELSIYR,36.165744,-86.782008,193.01898478357052,,,
10889,4418,LIM1807,PoweredL32TWKGPMXXCS,36.166199,-86.781758,132.66616919559897,,,
10896,4188,LIM1826,Powered26AH2TKSXSOIE,36.162085,-86.773838,105.34031642044242,,,
10897,4596,LIM1584,PoweredC42VHR3WLNKTS,,,,36.157169,-86.784214,230.30689156103168
10898,487,LIM1982,Powered77F3SPMUGQ5LT,,,,36.158043,-86.783578,118.39222003769493
10899,4188,LIM1996,PoweredJ3FAWITGNP23Z,36.161899,-86.774303,163.040994945189,,,
10900,4188,LIM2098,Powered7THXFW5NWN7UZ,36.162233,-86.774013,173.48600970009062,,,
10901,120,LIM2110,Powered2KGH5PMNPSEUX,,,,36.137859,-86.800481,191.91948468357612
10902,4418,LIM2255,PoweredRV2WWDIEGZDIT,,,,36.166458,-86.782424,159.1772830728791
10905,114,LIM2323,PoweredC3VX7A3NJIA5M,36.151519,-86.798748,185.63828408413576,,,
10906,4592,LIM2345,PoweredRFATPKFWL7OPD,,,,36.138867,-86.801003,124.48824384823992
10908,4188,LIM2352,PoweredJ3FAWITGNP23Z,,,,36.162041,-86.77446,223.14577362373214
10909,4596,LIM2377,Powered3DLXD5ZPTVMJ6,36.157719,-86.784503,45.769139353726445,,,
10910,4429,LIM2376,Powered33GLEGTZDJIM3,36.165638,-86.781907,227.20850184568337,,,
10911,4188,LIM2417,Powered7THXFW5NWN7UZ,,,,36.162232,-86.773959,166.9995482892451
10912,4596,LIM2414,PoweredGMWUZUY6SSMNQ,36.157694,-86.784129,154.81860739670486,,,
10913,4592,LIM2464,PoweredN4SHVKVGA6HYC,,,,36.138774,-86.801025,118.4928250412908
10915,4188,LIM2462,Powered46QXZWKBX4WXM,36.162212,-86.774118,182.40169408751555,,,
10916,125,LIM2466,PoweredYEBG7WNIQBT4I,,,,36.14408,-86.79987,74.76242652010005
10917,487,LIM2487,PoweredQOW23KD6JPIJZ,,,,36.15824,-86.78414,181.67166903170798
10918,4188,LIM7,Powered46QXZWKBX4WXM,,,,36.162158,-86.773772,129.6812298560387
10919,4188,LIM145,PoweredRHOSRNSKYHGUL,36.162301,-86.773979,192.7099919301625,,,
10920,4188,LIM147,PoweredMWA2NEKTFGT6H,36.162319,-86.773994,200.38635774404793,,,
10921,4188,LIM155,PoweredKKKTYUMM22UYX,36.1623,-86.774003,194.82283725563468,,,
10922,4188,LIM183,PoweredMWA2NEKTFGT6H,,,,36.161951,-86.774273,159.79992645971228
10923,4188,LIM184,PoweredRHOSRNSKYHGUL,,,,36.161851,-86.774171,121.57504416516707
10924,4429,LIM222,Powered33GLEGTZDJIM3,,,,36.165756,-86.781926,184.70403026020387
10925,4188,LIM283,PoweredFHJ3IA2CW3JSN,36.162044,-86.774136,140.86799029044528,,,
10926,4188,LIM489,PoweredTNK6X5YCUUFM5,,,,36.162032,-86.774232,161.61493040034568
10927,4425,LIM696,PoweredAO76SMPD4ZEBJ,36.16729,-86.781459,190.9253629075332,,,
10929,487,LIM713,PoweredIRNTIV6Q7DQZ5,36.157785,-86.783804,225.62024515714967,,,
10930,4425,LIM938,PoweredXHQGRRMSRTSMX,36.167317,-86.781525,202.70662763690046,,,
10932,4596,LIM755,Powered34HPJ7KMFXQFA,36.158138,-86.784175,216.15297997084713,,,
10934,125,LIM833,PoweredY43QZC36T4SXL,36.14394,-86.799755,128.6590531499643,,,
10935,4418,LIM931,PoweredUC3FHEY7XGMWP,36.16607,-86.782029,177.92298902477842,,,
10938,4596,LIM937,PoweredSVOH76AUHZGVN,,,,36.15727,-86.78425,194.22133084417047
10939,4418,LIM949,Powered3DLXD5ZPTVMJ6,36.166173,-86.782138,153.5972726255014,,,
10942,4592,LIM988,PoweredGOYZLMWVRVH5G,36.138659,-86.800053,171.82465451572938,,,
10944,4188,LIM1010,PoweredXULS4U4PCEJDZ,36.161198,-86.77377,220.96940006124737,,,
10945,4418,LIM1093,PoweredBCJBRMAPKCKTN,36.165965,-86.781974,213.10599932084926,,,
10948,4418,LIM1149,PoweredUYPGWTIUUGV7P,36.166292,-86.782296,150.05722493435684,,,
10951,4592,LIM1235,PoweredKHAPXH2N2R62Y,36.138749,-86.800739,35.49274350508117,,,
10953,4616,LIM1259,PoweredZVTEPTDZIUK5L,,,,36.168059,-86.786477,191.5517591039532
10954,4596,LIM1282,PoweredC42VHR3WLNKTS,36.157461,-86.78432,129.21005875891558,,,
10955,4596,LIM1300,PoweredVBP67J666ZNEH,,,,36.157214,-86.784081,242.42957844145369
10956,4596,LIM1299,PoweredNS55J37XYYEHX,,,,36.15783,-86.78419,146.06570796786536
10957,4188,LIM1302,PoweredE3R5AY4GCXSHC,36.161968,-86.774389,194.17254668288413,,,
10958,4592,LIM1535,PoweredVSQTHWFPDMTH4,36.138623,-86.800541,39.87500388553852,,,
10960,4188,LIM1474,PoweredT7ZTXTMBFPADA,36.161561,-86.773689,91.0374951833544,,,
10961,4188,LIM1475,PoweredCNXPOFO2KP5B3,36.161535,-86.773824,99.51862817650583,,,
10962,4592,LIM1568,Powered7XPHMHYXABRUR,,,,36.138641,-86.800133,149.2037574886869
10964,4418,LIM1664,PoweredDHXZXDU4EOKYY,36.166377,-86.782253,122.09258389880912,,,
10967,4592,LIM1682,PoweredJEV42ISYX64XG,36.138738,-86.80062,13.34549335089699,,,
10969,487,LIM1708,PoweredEXPZ2BAVF7DPF,36.158289,-86.783935,118.67703291025676,,,
10970,114,LIM1815,PoweredQLUDKTVK675CM,36.151051,-86.799405,113.3021731776812,,,
10971,114,LIM71,PoweredTARKTAXWHO42S,,,,36.15146,-86.7994,183.65086689793458
10972,4188,LIM1892,PoweredOOWVMOOZYTJL3,36.162143,-86.77436,215.42371881590302,,,
10973,487,LIM2063,PoweredEXPZ2BAVF7DPF,,,,36.158428,-86.78327,83.9093276849247
10974,4188,LIM2127,PoweredRMSU454CY63CQ,36.161452,-86.773862,131.47487102193898,,,
10975,487,LIM2132,PoweredYDQW5ISWTRM6T,,,,36.158863,-86.783977,221.92445917925502
10976,4188,LIM2174,PoweredJB4Y6ZOOR4IBC,36.16223,-86.773992,169.9408231851881,,,
10977,114,LIM87,PoweredH6UPBGEIDODHD,36.151507,-86.798952,164.15539406920425,,,
10978,4592,LIM196,PoweredJEV42ISYX64XG,,,,36.138771,-86.801041,122.87585352680199
10980,4418,LIM261,PoweredN6G3CGCX7EQSH,36.166482,-86.782305,123.05720569207251,,,
10983,4418,LIM258,PoweredIHGSNSRXCZ2ZG,36.166559,-86.78244,160.7724694564821,,,
10986,4188,LIM287,PoweredARDHXQEAXHFKH,,,,36.162353,-86.774238,244.88066914490685
10987,4596,LIM296,PoweredN6VXQ3XBFEQRJ,36.157347,-86.784486,134.71125219624037,,,
10988,4616,LIM305,PoweredAKWXXWK3HB2WC,36.169157,-86.78656,231.23998188380796,,,
10989,4596,LIM447,PoweredBWUEHAVVGNTBD,36.157756,-86.784496,52.45714348941697,,,
10990,4422,LIM503,PoweredK6GSXKLNCLBST,,,,36.167018,-86.780704,244.90955135928786
10993,114,LIM513,PoweredLXV7RJSLHE56P,36.151538,-86.798927,176.40297341041577,,,
10994,114,LIM512,PoweredQT72ON5PL7MCB,36.151477,-86.798861,159.0909109159626,,,
10995,4596,LIM521,PoweredBWUEHAVVGNTBD,,,,36.157744,-86.784465,59.11883334455087
10996,4188,LIM715,PoweredJB4Y6ZOOR4IBC,,,,36.162171,-86.773925,142.63820455250305
10997,4425,LIM748,PoweredR5DE5RRK2MKU7,36.167434,-86.781243,249.0239070522128,,,
10999,4188,LIM830,PoweredT7ZTXTMBFPADA,,,,36.161626,-86.773861,70.80904791294836
11000,4596,LIM878,Powered4KLRNV2LOEDK5,36.157347,-86.7841,205.86544951273095,,,
11001,4596,LIM900,Powered4KLRNV2LOEDK5,,,,36.157365,-86.7842,178.91823486243706
11002,4418,LIM980,Powered35KNTDDNHVG2V,36.166263,-86.782133,124.62680855165239,,,
11005,4429,LIM989,PoweredR5775HIJZKJAX,36.165777,-86.781853,176.05316470327512,,,
11006,4418,LIM1023,PoweredJ3W3IYZKYFJ3B,36.165975,-86.781912,208.23729833408814,,,
11009,4596,LIM1090,PoweredNBD5IWLESWYPF,36.157607,-86.784302,108.13350431817388,,,
11010,4422,LIM1126,PoweredUSP24H76WOERD,36.166991,-86.780928,200.28328203862503,,,
11013,4596,LIM1168,PoweredNBD5IWLESWYPF,,,,36.157492,-86.78442,99.95293492582759
11015,4592,LIM1189,PoweredDR74OUO52HDXZ,36.138647,-86.800582,25.388589075565143,,,
11017,4616,LIM1298,PoweredEPRQO5ZMEX5QC,,,,36.16805,-86.786658,180.43076156333657
11018,120,LIM1345,PoweredC7MTAEJR5C2Y7,,,,36.13769,-86.80061,249.10705737156078
11019,487,LIM1305,PoweredQOAPUJVMVUMFR,,,,36.157942,-86.783636,157.2128101207953
11020,487,LIM1304,PoweredXX36SEXFTINN6,,,,36.158284,-86.783713,58.14076570200987
11021,4596,LIM1368,PoweredY43QZC36T4SXL,,,,36.157716,-86.784833,53.630765279499904
11022,487,LIM1306,Powered4TQ5RI7X5C32O,,,,36.158128,-86.7837,98.34475166717598
11023,4596,LIM1391,PoweredNBD5IWLESWYPF,,,,36.157185,-86.78443,195.90868518919265
11024,4592,LIM1427,PoweredKHAPXH2N2R62Y,,,,36.138992,-86.80095,141.00631094322088
11026,4592,LIM1429,PoweredJEV42ISYX64XG,,,,36.138771,-86.801041,122.87585352680199
11028,120,LIM1449,PoweredC7MTAEJR5C2Y7,,,,36.13769,-86.80061,249.10705737156078
11029,4592,LIM1447,PoweredDR74OUO52HDXZ,,,,36.138813,-86.800919,93.43396631918533
11031,4592,LIM1455,PoweredK6VA75UPCTHP2,,,,36.138235,-86.800764,175.2371095187119
11033,120,LIM1558,PoweredC7MTAEJR5C2Y7,36.137693,-86.800675,248.47847506491365,,,
11034,4249,LIM1578,Powered2KGH5PMNPSEUX,36.149423,-86.800711,60.456436084343174,,,
11035,4592,LIM1608,PoweredKHAPXH2N2R62Y,,,,36.138992,-86.80095,141.00631094322088
11037,4592,LIM1610,PoweredJEV42ISYX64XG,,,,36.138771,-86.801041,122.87585352680199
11039,4592,LIM1628,PoweredDR74OUO52HDXZ,,,,36.138813,-86.800919,93.43396631918533
11041,4592,LIM1644,PoweredNJHY4U3JH3M7W,,,,36.138696,-86.800814,53.44728672074643
11043,4592,LIM1645,PoweredGOYZLMWVRVH5G,,,,36.138625,-86.800359,85.690426795226
11045,120,LIM1630,PoweredC7MTAEJR5C2Y7,,,,36.13769,-86.80061,249.10705737156078
11046,4592,LIM1636,PoweredK6VA75UPCTHP2,,,,36.138235,-86.800764,175.2371095187119
11048,4592,LIM1772,PoweredJEV42ISYX64XG,,,,36.138771,-86.801041,122.87585352680199
11050,4592,LIM1790,PoweredDR74OUO52HDXZ,,,,36.138813,-86.800919,93.43396631918533
11052,120,LIM1792,PoweredC7MTAEJR5C2Y7,,,,36.13769,-86.80061,249.10705737156078
11053,4592,LIM1798,PoweredK6VA75UPCTHP2,,,,36.138235,-86.800764,175.2371095187119
11055,4592,LIM1807,PoweredGOYZLMWVRVH5G,,,,36.138625,-86.800359,85.690426795226
11057,4592,LIM1806,PoweredNJHY4U3JH3M7W,,,,36.138696,-86.800814,53.44728672074643
11059,120,LIM1974,PoweredC7MTAEJR5C2Y7,,,,36.13769,-86.80061,249.10705737156078
11060,4592,LIM1972,PoweredDR74OUO52HDXZ,,,,36.138813,-86.800919,93.43396631918533
11062,4592,LIM1952,PoweredKHAPXH2N2R62Y,,,,36.138992,-86.80095,141.00631094322088
11064,4592,LIM1954,PoweredJEV42ISYX64XG,,,,36.138771,-86.801041,122.87585352680199
11066,4592,LIM1980,PoweredK6VA75UPCTHP2,,,,36.138235,-86.800764,175.2371095187119
11068,4592,LIM1988,PoweredNJHY4U3JH3M7W,,,,36.138696,-86.800814,53.44728672074643
11070,4592,LIM1989,PoweredGOYZLMWVRVH5G,,,,36.138625,-86.800359,85.690426795226
11072,4592,LIM2002,PoweredH5HCTZB5WVABT,36.139212,-86.800457,193.01030335288596,,,
11073,4592,LIM2145,PoweredNJHY4U3JH3M7W,,,,36.138696,-86.800814,53.44728672074643
11075,4592,LIM2146,PoweredGOYZLMWVRVH5G,,,,36.138625,-86.800359,85.690426795226
11077,4592,LIM2159,PoweredH5HCTZB5WVABT,36.139212,-86.800457,193.01030335288596,,,
11078,4592,LIM2167,PoweredDUBBDHXJH2D7X,,,,36.138638,-86.800555,33.05823619704874
11080,4596,LIM117,PoweredLWJZ3W4CQWMJZ,36.157591,-86.784688,37.52134344290446,,,
11081,4188,LIM264,PoweredM6NPM3IBHL2YR,,,,36.162195,-86.77434,222.3582077519322
11082,4188,LIM287,Powered3QAIKW336YAB4,36.162185,-86.774166,183.26212096078035,,,
11083,4430,LIM299,PoweredCBWURQ7ND2G5U,,,,36.167237,-86.780806,246.2042993319959
11084,4596,LIM481,PoweredUS2INOOLM2SYT,,,,36.157462,-86.784311,131.01180345852964
11085,114,LIM527,PoweredLFS2H5VQHIS7Y,36.15153,-86.799118,173.66163670943234,,,
11086,4188,LIM638,PoweredRZTJOC7AACAQV,36.161839,-86.77419,126.59153625832856,,,
11087,4188,LIM764,PoweredVQHEZZO5CGHPJ,36.161448,-86.773769,129.66614403210238,,,
11088,4188,LIM833,PoweredIWH7R4AVISSYF,,,,36.16168,-86.774146,121.53963940163818
11089,4596,LIM881,Powered5Z4RRUUAM7WZ5,,,,36.157519,-86.78441,95.2747968817757
11090,114,LIM940,PoweredLFS2H5VQHIS7Y,,,,36.151535,-86.799154,177.50318999460066
11091,4188,LIM1022,PoweredVQHEZZO5CGHPJ,,,,36.161534,-86.773832,100.32950415445099
11092,4188,LIM1053,Powered3QAIKW336YAB4,,,,36.16207,-86.77425,173.57882222736072
11093,114,LIM1108,PoweredLXV7RJSLHE56P,,,,36.151494,-86.79887,164.29144125469958
11094,4596,LIM1197,PoweredVHYBR2TOKIA3T,,,,36.157191,-86.784242,219.02889138450732
